epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,10.7009,0.2106,1.21722,0.95442,0.57808,1,0.995,0.90377,0.34111,1.29961,0.5655,0.000583053,0.000583053,0.000583053
26,11.0631,0.20745,1.16382,0.96663,0.95631,1,0.995,0.9701,0.32008,0.94956,0.52806,0.000561055,0.000561055,0.000561055
27,11.4398,0.20685,1.12938,0.95654,0.97784,1,0.995,0.995,0.26639,0.7979,0.4624,0.000539057,0.000539057,0.000539057
28,11.7992,0.17767,1.12214,0.95965,0.96735,0.99,0.995,0.995,0.22344,0.76329,0.39827,0.000517059,0.000517059,0.000517059
29,12.1647,0.21125,1.12313,0.94884,0.9423,0.99049,0.995,0.995,0.21376,0.74973,0.37791,0.000495062,0.000495062,0.000495062
30,12.5234,0.2033,1.05637,0.93282,0.9423,0.99049,0.995,0.995,0.21376,0.74973,0.37791,0.000473064,0.000473064,0.000473064
31,12.8838,0.1826,1.2212,0.97234,0.94653,1,0.995,0.995,0.23463,0.72532,0.41164,0.000451066,0.000451066,0.000451066
32,13.2574,0.17424,1.0557,0.93859,0.966,1,0.995,0.995,0.26222,0.76711,0.43982,0.000429068,0.000429068,0.000429068
33,13.6386,0.15447,1.06191,0.95639,0.97584,1,0.995,0.995,0.25229,0.73708,0.4215,0.00040707,0.00040707,0.00040707
34,14.015,0.15041,1.08143,0.93152,0.98061,1,0.995,0.995,0.26871,0.6879,0.43087,0.000385073,0.000385073,0.000385073
35,14.3888,0.14936,1.0013,0.92812,0.97343,1,0.995,0.995,0.28636,0.70863,0.44859,0.000363075,0.000363075,0.000363075
36,14.7576,0.16761,1.06322,0.94886,0.97667,1,0.995,0.995,0.26445,0.71375,0.44404,0.000341077,0.000341077,0.000341077
37,15.1333,0.15227,1.06198,0.93325,0.97082,1,0.995,0.995,0.24666,0.72208,0.43508,0.000319079,0.000319079,0.000319079
38,15.4994,0.14751,1.10064,0.96204,0.97082,1,0.995,0.995,0.24666,0.72208,0.43508,0.000297081,0.000297081,0.000297081
39,15.8762,0.13884,1.00862,0.9373,0.9704,1,0.995,0.995,0.22743,0.70733,0.41763,0.000275084,0.000275084,0.000275084
40,16.2472,0.14552,1.05219,0.95031,0.96734,0.99501,0.995,0.995,0.20474,0.68491,0.39275,0.000253086,0.000253086,0.000253086
41,16.9552,0.1577,1.57383,1.01607,0.95853,0.99141,0.995,0.995,0.20369,0.71465,0.40141,0.000231088,0.000231088,0.000231088
42,17.3346,0.11997,1.41402,0.95669,0.96812,0.96511,0.995,0.995,0.20099,0.75746,0.40691,0.00020909,0.00020909,0.00020909
43,17.7067,0.12258,1.35013,0.97347,0.95883,0.97838,0.995,0.995,0.19305,0.88278,0.40205,0.000187092,0.000187092,0.000187092
44,18.0816,0.10582,1.41664,0.94855,0.97207,0.99611,0.995,0.995,0.17875,0.88033,0.373,0.000165095,0.000165095,0.000165095
45,18.4587,0.11004,1.42427,0.92652,0.9858,1,0.995,0.995,0.1697,0.78872,0.34695,0.000143097,0.000143097,0.000143097
46,18.835,0.10836,1.30903,0.94582,0.9858,1,0.995,0.995,0.1697,0.78872,0.34695,0.000121099,0.000121099,0.000121099
47,19.2134,0.10054,1.19848,0.96932,0.98567,1,0.995,0.995,0.16424,0.76029,0.33519,9.91012e-05,9.91012e-05,9.91012e-05
