epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,61.6011,0.74991,1.4771,1.52496,0.60264,0.98671,0.83873,0.75486,0.59259,1.87038,1.04159,0.000660045,0.000660045,0.000660045
43,63.0462,0.77496,1.46797,1.51423,0.6802,0.93333,0.8654,0.74569,0.68868,1.81024,1.19132,0.000649046,0.000649046,0.000649046
44,64.4627,0.7657,1.42914,1.47873,0.70692,0.8892,0.88444,0.76283,0.72802,1.89969,1.20456,0.000638047,0.000638047,0.000638047
45,65.894,0.74611,1.46181,1.49332,0.71366,0.93333,0.89659,0.77376,0.75365,1.79832,1.18504,0.000627048,0.000627048,0.000627048
46,67.2966,0.71994,1.45811,1.47643,0.71366,0.93333,0.89659,0.77376,0.75365,1.79832,1.18504,0.000616049,0.000616049,0.000616049
47,68.7336,0.85803,1.57132,1.61512,0.69355,0.93333,0.95214,0.7865,0.69377,1.52905,1.11806,0.000605051,0.000605051,0.000605051
48,70.2465,0.72479,1.41903,1.47309,0.69534,1,0.995,0.84636,0.5876,1.38128,0.94951,0.000594052,0.000594052,0.000594052
49,71.6846,0.71463,1.463,1.46435,0.69079,1,0.995,0.89709,0.47213,1.48186,0.82016,0.000583053,0.000583053,0.000583053
50,73.1374,0.68645,1.42844,1.43902,0.68696,1,0.995,0.90507,0.46932,1.47537,0.80642,0.000572054,0.000572054,0.000572054
51,74.5838,0.80222,1.47401,1.50633,0.724,0.91426,0.995,0.90376,0.47504,1.53526,0.80435,0.000561055,0.000561055,0.000561055
52,75.9977,0.69762,1.39498,1.44597,0.76297,0.86163,0.90929,0.82662,0.49,1.45961,0.80962,0.000550056,0.000550056,0.000550056
53,77.4295,0.74925,1.44645,1.46742,0.77025,0.8535,0.90929,0.82662,0.52544,1.45738,0.84581,0.000539057,0.000539057,0.000539057
54,78.8581,0.71285,1.41984,1.44731,0.77025,0.8535,0.90929,0.82662,0.52544,1.45738,0.84581,0.000528058,0.000528058,0.000528058
55,80.3041,0.66774,1.3979,1.44872,0.767,0.85252,0.90929,0.81836,0.55729,1.49117,0.89034,0.000517059,0.000517059,0.000517059
56,81.7233,0.6845,1.34583,1.42867,0.74382,0.84522,0.90929,0.81836,0.57417,1.74811,0.90045,0.00050606,0.00050606,0.00050606
57,83.2272,0.68379,1.29763,1.43485,0.73042,0.84016,0.90929,0.81836,0.55625,1.8214,0.86325,0.000495062,0.000495062,0.000495062
58,84.6575,0.64801,1.2983,1.38882,0.72711,0.83917,0.90929,0.81836,0.5097,1.65874,0.80095,0.000484063,0.000484063,0.000484063
59,86.0728,0.60358,1.28394,1.36716,0.70965,0.88317,0.95214,0.86519,0.48095,1.36757,0.7662,0.000473064,0.000473064,0.000473064
60,87.4778,0.62589,1.37965,1.40681,0.72622,0.93207,0.995,0.91201,0.46648,1.23462,0.76268,0.000462065,0.000462065,0.000462065
61,88.9332,0.60019,1.28383,1.35514,0.79543,0.95066,0.995,0.8955,0.47466,1.21798,0.79782,0.000451066,0.000451066,0.000451066
62,90.3491,0.65705,1.37946,1.4327,0.79543,0.95066,0.995,0.8955,0.47466,1.21798,0.79782,0.000440067,0.000440067,0.000440067
63,91.787,0.63473,1.38586,1.39766,0.78205,0.93333,0.98389,0.87607,0.50914,1.28684,0.86237,0.000429068,0.000429068,0.000429068
64,93.2066,0.70182,1.37469,1.44104,0.79624,0.95699,0.995,0.8955,0.51574,1.3184,0.88421,0.000418069,0.000418069,0.000418069
65,94.6217,0.58214,1.2399,1.32231,0.84273,0.99017,0.995,0.8955,0.50054,1.22153,0.86608,0.00040707,0.00040707,0.00040707
